STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY,B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,year,WQI
3181,RIVER ZUARI AT BORIM BRIDGE,GOA,30.0,5.5,6.9,143.0,1.3,0.09,4100.0,11113,2012,1857.81
3182,RIVER ZUARI AT MARCAIM JETTY,GOA,29.0,5.4,7.2,60.0,1.5,0.08,428.0,2309,2012,330.17
1400,MANDOVI AT NEGHBOURHOOD OF PANAJI,GOA,29.0,5.8,7.2,34.0,5.3,0.17,855.0,3322,2012,503.75
1476,"MANDOVI AT TONCA, MARCELA",GOA,29.0,5.9,6.7,125.0,1.5,0.14,1638.0,5793,2012,901.43
3185,MANDOVI AT AMONA BRIDGE,GOA,28.0,6.4,6.7,175.0,1.3,0.1,772.0,3636,2012,539.13
3186,RIVER MANDOVI AT IFFI JETTY,GOA,30.0,6.2,7.7,39.0,1.3,0.06,1296.0,4517,2012,701.41
3187,MANDOVI NEAR HOTEL MARRIOT,GOA,30.0,6.1,7.8,39.0,1.5,0.06,1032.0,5840,2012,807.37
1543,KALNA AT CHANDELNAN PERNEM,GOA,27.0,7.3,6.9,61.0,0.7,0.09,1430.0,4388,2012,709.02
1548,RIVER ASSONORA AT ASSONORA,GOA,28.0,6.8,6.6,71.0,1.5,0.14,2495.0,3949,2012,821.68
2276,"BICHOLIM VARAZAN NAGAR, BICHOLIM",GOA,29.0,7.4,6.5,129.0,2.3,0.49,5868.0,16691,2012,2735.44
2275,"RIVER CHAPORA NEAR ALORNA FORT ,PERNEM",GOA,28.0,7.0,6.8,503.0,1.6,0.66,965.0,2404,2012,465.55
3189,RIVER CHAPORA AT SIOLIM,GOA,29.0,6.3,7.5,31.0,1.6,0.06,1466.0,4267,2012,698.5
1546,KHANDEPAR AT OPA NAN PONDA,GOA,29.0,7.1,6.8,70.0,0.8,0.17,716.0,3567,2012,512.8
2270,"KHANDEPAR AT CODLI NR BDG, U/S OPA WATERWORKS,SANGUEM",GOA,30.0,7.3,6.8,69.0,1.2,0.12,457.0,2446,2012,350.78
2272,"RIVER KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM",GOA,28.0,6.7,6.6,118.0,1.0,0.22,1104.0,3496,2012,567.82
1545,RIVER MADAI AT DABOS NAN  VALPOI,GOA,28.0,7.4,6.8,80.0,1.3,0.06,274.0,1404,2012,209.53
2274,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANANPANAJI,GOA,29.0,4.5,6.6,250.0,2.4,0.16,1572.0,5889,2012,914.56
2271,"SAL PAZORKHONI, CUNCOLIM (NEAR CULVERT MARGAONAN CANACONA NATIONAL HIGHWAY)",GOA,28.0,6.1,6.9,74.0,1.8,0.19,1074.0,3937,2012,607.52
2273,"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",GOA,30.0,5.9,7.3,44.0,1.6,0.14,962.0,2794,2012,462.26
3183,"SAL AT KHAREBAND, MARGAO",GOA,30.0,2.4,6.5,195.0,4.8,0.35,7980.0,14217,2012,2786.66
3184,"SAL AT ORLIM BRIDGE, ORLIM",GOA,31.0,4.0,6.8,207.0,1.8,0.34,818.0,2280,2012,400.35
3190,RIVER SINQUERIM (CANDOLIM SIDE NEAR BRIDGE),GOA,29.0,5.4,7.6,40.0,1.6,0.07,290.0,1330,2012,199.84
3191,RIVER SINQUERIM NEAR NERUL TEMPLE,GOA,30.0,5.3,7.6,41.0,1.4,0.08,952.0,2517,2012,429.91
1547,RIVER TALPONA AT CANACONA,GOA,29.0,7.0,6.9,54.0,0.8,0.21,667.0,3059,2012,447.98
3188,RIVER TIRACOL AT TIRACOL,GOA,29.0,5.9,7.7,44.0,2.1,0.08,1200.0,831,2012,282.0
1544,VALVANT AT SANKLI NAN BICHOLIM,GOA,29.0,7.1,6.5,60.0,1.7,0.13,2926.0,8163,2012,1348.98
2651,"AMBA AT D/S OF WAKEN BRIDGENANU/S OF JS PETROCHEMICALS, WAKENPHATA, ROHA",MAHARASHTRA,29.0,6.9,7.7,99.0,3.3,0.56,53.0,123,2012,37.95
1461,BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS),MAHARASHTRA,30.0,6.6,7.9,123.0,3.2,0.52,44.0,104,2012,37.02
2653,"BHATSA AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR,THANE",MAHARASHTRA,27.0,6.6,7.7,220.0,3.6,0.65,25.0,77,2012,40.51
2654,"BHATSA AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,27.0,6.8,7.7,219.0,3.4,0.63,23.0,75,2012,39.88
1092,KALU AT ATALE VILLAGE,MAHARASHTRA,27.0,4.8,7.2,5429.0,8.4,2.08,177.0,408,2012,621.31
2670,"KAN RIVER, NEAR SAKRI WATER WORKS, SAKRI, DHULE.",MAHARASHTRA,23.0,6.4,8.0,493.0,4.2,3.91,17.0,68,2012,65.45
1152,KUNDALIKA AT ROHA CITY,MAHARASHTRA,29.0,6.8,7.6,100.0,3.0,0.54,124.0,295,2012,67.54
2198,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),MAHARASHTRA,29.0,6.7,7.5,316.0,4.6,0.6,47.0,132,2012,59.92
2671,"KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINA ZONE), SALAV, ROHA, RAIGAD",MAHARASHTRA,28.0,5.8,7.9,37227.0,9.5,1.42,231.0,451,2012,3814.4
2672,"KUNDALIKA AT DHATAV AT JACKWELL (DRINKING WATER  PUMPING STATIONNANSWEET ZONE), ROHA",MAHARASHTRA,29.0,6.9,7.7,84.0,3.1,0.42,69.0,168,2012,43.75
2168,MITHI RIVER,MAHARASHTRA,25.0,4.9,7.6,21254.0,55.5,2.18,560.0,964,2012,2330.19
2676,"MUCHKUNDI RIVER AT  WAKED, NEAR M/S ASAHI INDIA GLASS LTD., LANJA, RATNAGIRI.",MAHARASHTRA,28.0,6.9,7.9,312.0,2.7,1.58,4.0,107,2012,50.01
1151,PATALGANGA AT SHILPHATA,MAHARASHTRA,29.0,6.8,7.5,146.0,3.0,0.6,124.0,241,2012,66.2
1462,PATALGANGA NEAR INTAKE OF MIDC W/W,MAHARASHTRA,29.0,6.7,7.3,127.0,2.9,0.59,100.0,209,2012,57.13
2685,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, RAIGAD.",MAHARASHTRA,29.0,5.6,6.9,432.0,4.5,1.72,58.0,173,2012,77.58
2686,"PATALGANGA RIVER AT VYAL PUMP HOUSE , KHALAPUR, RAIGAD.",MAHARASHTRA,29.0,6.5,7.3,126.0,3.0,0.59,132.0,284,2012,70.07
2687,"PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD.",MAHARASHTRA,30.0,7.1,7.5,128.0,3.0,0.6,136.0,297,2012,72.54
2688,"PATALGANGA RIVER AT SAVROLI BRIDGE, KHALAPUR, RAIGAD.",MAHARASHTRA,30.0,6.4,7.3,129.0,3.1,0.6,68.0,191,2012,50.7
2689,"PATALGANGA AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, RAIGAD.",MAHARASHTRA,29.0,6.9,7.7,129.0,2.9,0.55,135.0,268,2012,69.13
2696,"PEHLAR DAM ON PEHLAR INLET OF WATER WORKS, VASAI, THANE.",MAHARASHTRA,25.0,7.0,7.9,153.0,2.9,0.55,30.0,86,2012,35.19
2199,SAVITRI RIVER AT OVALE VILLAGE.,MAHARASHTRA,30.0,6.4,7.6,10165.0,3.7,2.14,5.0,139,2012,1039.41
2701,"SAVITRI JACKWELL AT UPSA KENDRE, NANGALWADI, MAHAD, RAIGAD",MAHARASHTRA,30.0,6.9,7.7,307.0,2.8,3.6,4.0,123,2012,51.76
2702,"SAVITRI RIVER AT SHEDAV DOH, MAHAD,RAIGAD",MAHARASHTRA,31.0,6.3,7.7,322.0,3.5,1.1,4.0,116,2012,52.44
2703,"SAVITRI RIVER AT DADLI BRIDGE, DADLI, MAHAD, RAIGADH",MAHARASHTRA,30.0,6.5,7.5,5835.0,3.4,1.72,4.0,126,2012,604.74
2704,"SAVITRI RIVER AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",MAHARASHTRA,30.0,6.3,7.4,9245.0,4.7,2.0,4.0,134,2012,946.84
2706,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA,28.0,6.5,8.1,1907.0,4.0,0.55,46.0,115,2012,216.78
2707,"SURYA AT MIDC PUMPING STN, GARVASHET, PALGHAR, THANE",MAHARASHTRA,28.0,7.0,8.0,1896.0,3.5,0.64,190.0,245,2012,251.55
2708,"SURYA RIVER AT INTAKE OF VASAINANVIRAR W/S SCHEME, MASVAN, PALGHAR, THANE",MAHARASHTRA,28.0,7.0,8.0,206.0,2.9,0.56,31.0,74,2012,39.78
2709,"TANSA RIVER NEAR ROAD BRIDGE, VILLAGE DAKEWALI, WADA, THANE",MAHARASHTRA,27.0,6.8,7.8,239.0,3.3,0.56,33.0,77,2012,43.58
1093,ULHAS AT U/S OF NRC BUND AT MOHANE,MAHARASHTRA,27.0,6.4,7.6,152.0,3.2,0.96,62.0,142,2012,46.34
1094,ULHAS AT U/S OF BADLAPUR,MAHARASHTRA,26.0,6.7,7.7,146.0,3.0,0.89,30.0,73,2012,33.2
2162,ULHAS ATJAMBHUL WATER WORKS,MAHARASHTRA,27.0,6.7,7.6,137.0,2.9,0.76,24.0,64,2012,30.52
2712,"VAITARNA NR RD BDG, GANDHARE VILLAGE, WADA, THANE.",MAHARASHTRA,28.0,6.6,7.8,228.0,3.5,0.57,30.0,79,2012,42.41
2164,VASHISTI AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,MAHARASHTRA,23.0,7.0,7.7,409.0,2.4,0.93,4.0,112,2012,59.38
2713,"VASHISHTI  AT D/S OF THREE M PAPER MILLS NR CHIPLUN WATER INTAKE JACKWELL,KHERDI,RATNAGIRI",MAHARASHTRA,22.0,6.8,7.6,263.0,2.9,0.81,4.0,123,2012,45.88
2714,"VASHISHTI RIVER AT U/S OF POPHALI NEAR KONPHANSAWANE BRIDGE, CHIPLUN, RATNAGIRI",MAHARASHTRA,23.0,6.9,7.5,338.0,2.3,3.93,4.0,108,2012,52.09
1342,ACHENKOIL AT THUMPAMON,KERALA,26.0,7.0,7.2,79.0,0.8,0.62,279.0,637,2012,125.48
1443,ACHENKOIL AT CHENNITHULA,KERALA,26.0,6.6,7.0,67.0,1.1,0.53,275.0,670,2012,127.28
3465,"ACHENKOIL AT KALLARAKADAVU, PATHANAMTHITTA",KERALA,26.0,6.6,7.3,59.0,0.7,0.57,281.0,541,2012,113.16
3466,"ACHENKOIL AT PANDALAM (NEAR AYYAPPA TEMPLE),PATHANAMTHITTA",KERALA,26.0,6.2,7.3,66.0,0.8,0.55,303.0,609,2012,124.6
2297,ANCHARAKANDY AT MERUVAMBA,KERALA,26.0,7.1,7.0,67.0,1.0,0.34,170.0,538,2012,97.04
2319,ANCHARAKANDY AT MERUVAMBA,KERALA,26.0,7.0,6.7,5341.0,1.1,0.37,158.0,528,2012,621.51
2286,R AYROOR AT AYROOR BRIDGE,KERALA,29.0,6.7,7.3,89.0,1.1,0.35,1163.0,2025,2012,412.21
2331,BHARATHAPUZHA AT KUTTIPPURAM,KERALA,28.0,6.2,7.3,136.0,1.0,0.46,296.0,676,2012,138.25
2332,R BHARATHAPUZHA AT PATTAMBI,KERALA,28.0,7.1,8.1,212.0,0.9,0.56,524.0,992,2012,214.99
1154,CHALAKUDY AT PULICKALKANANDAVU,KERALA,29.0,6.3,6.3,134.0,1.2,0.67,224.0,780,2012,138.81
20,CHALIYAR AT KOOLIMADU,KERALA,26.0,7.3,7.2,76.0,0.6,0.31,468.0,893,2012,181.66
21,CHALIYAR AT CHUNGAPALLY,KERALA,26.0,7.0,7.3,11041.0,0.9,0.29,256.0,503,2012,1203.48
3464,"CHALIYAR AT NILAMBUR, MALAPPURAM",KERALA,28.0,6.8,7.1,75.0,0.8,0.5,693.0,1169,2012,245.95
1572,CHANDRAGIRI AT PADIYATHADKA,KERALA,29.0,7.4,7.2,61.0,0.7,0.11,54.0,255,2012,48.34
1573,CHITRAPUZHA AT IRUMPANAM,KERALA,28.0,1.7,6.6,769.0,3.4,1.11,556.0,1717,2012,354.92
2295,R CORAPUZHA AT KANAYANKODE,KERALA,26.0,6.1,7.5,14083.0,1.4,0.25,920.0,2686,2012,1847.41
1564,"R ITHIKKARA AT AYUR, KERALA",KERALA,26.0,6.6,7.2,92.0,0.8,0.77,332.0,660,2012,137.22
2287,R ITHIKKARA AT ITHIKKARA,KERALA,25.0,6.6,7.2,1348.0,0.8,1.01,392.0,810,2012,288.2
1566,R KADALUNDI AT THIRURANGADY,KERALA,29.0,6.0,6.7,95.0,1.2,0.29,253.0,680,2012,128.22
2293,R KADALUNDI AT HAJIRAPPALLY,KERALA,29.0,6.6,6.8,78.0,1.0,0.2,275.0,626,2012,123.92
2337,KADAMBAYAR AT BRAHMAPURAM,KERALA,28.0,0.6,6.7,268.0,4.1,1.28,400.0,1308,2012,236.45
2338,KADAMBAYAR AT MANCKAKADAVU,KERALA,27.0,1.8,6.6,82.0,2.0,0.39,399.0,1410,2012,228.45
42,"KALLADA AT PERUMTHOTTAM KADAVU, PUNALOOR",KERALA,25.0,7.1,7.2,61.0,1.0,0.34,251.0,608,2012,116.16
2294,R KALLAI AT KALLAI BRIDGE,KERALA,26.0,3.9,7.6,30298.0,2.5,0.59,4830.0,7240,2012,4556.31
3460,"KALPATHI PUZHA AT KALPATHI, PALAKKAD",KERALA,27.0,6.6,8.0,310.0,1.1,0.54,517.0,783,2012,200.56
3458,KARAPUZHA DAM AT WAYANAD,KERALA,27.0,7.0,7.1,97.0,0.8,0.35,45.0,77,2012,30.69
1571,R KARINGODE AT KAKKADAVU,KERALA,29.0,7.3,7.0,51.0,0.7,0.18,65.0,258,2012,49.29
1155,KARAMANA AT MOONNATTUMUKKU,KERALA,29.0,0.5,7.1,1717.0,21.2,4.41,3317.0,15833,2012,2420.05
3471,"RIVER KARAMANA AT ARUVIKARA, THIRUVANANTHAPURAM",KERALA,29.0,7.0,7.4,55.0,0.9,0.32,800.0,1400,2012,285.62
2289,R KARUVANNURR AT KARUVANNUR BRIDGE,KERALA,29.0,6.1,6.8,67.0,1.1,0.58,80.0,394,2012,68.05
2301,R KAVVAI AT KUTTIYOL PALAM,KERALA,27.0,7.0,6.7,61.0,1.3,0.28,168.0,248,2012,64.39
2291,KEECHERI AT VADAKKANCHERY BDG,KERALA,30.0,5.2,6.9,81.0,1.5,0.37,71.0,465,2012,76.01
2326,R KORAYAR AT KANJIKODE,KERALA,27.0,6.1,8.0,510.0,1.1,0.72,784.0,1572,2012,347.36
1569,R KUPPAM AT THALIPARAMBA,KERALA,27.0,6.5,6.9,12150.0,1.8,0.52,711.0,1481,2012,1490.44
2298,R KUPPAM AT RAYAROM,KERALA,25.0,7.9,7.2,50.0,1.1,0.3,319.0,845,2012,151.44
1567,R KUTTIYADE AT KUTTIYADY ESTATE,KERALA,25.0,7.5,6.9,34.0,0.9,0.14,110.0,256,2012,53.57
1568,"R MAHE AT VALAYAM, KERALA",KERALA,26.0,7.0,7.4,72.0,1.0,0.38,496.0,897,2012,185.96
2285,R MAMOM AT MAMOM BRIDGE,KERALA,29.0,7.3,7.3,99.0,0.9,0.23,1088.0,1788,2012,375.91
1340,MANIMALA  AT KALLOOPARA,KERALA,27.0,7.5,6.9,125.0,1.6,0.45,970.0,1400,2012,317.96
1384,MANIMALA AT THONDRA,KERALA,27.0,6.8,6.9,116.0,1.7,0.4,825.0,1260,2012,279.84
3459,"MANIYANKODE PUZHA AT MANIYANKODE BRIDGE, WAYANAD",KERALA,27.0,5.8,7.3,107.0,0.9,0.88,232.0,343,2012,88.95
2307,R MANJESWAR AT BAJRAKKARA BR.,KERALA,28.0,7.1,7.2,85.0,0.8,0.31,67.0,184,2012,44.73
1339,MEENACHIL AT KIDANGOOR,KERALA,26.0,6.8,7.1,58.0,0.7,0.46,2010.0,3460,2012,693.49
2304,R MOGRAL AT MOGRAL BR.,KERALA,29.0,5.7,7.3,13197.0,1.5,0.35,46.0,144,2012,1348.49
43,MUVATTAPUZHA AT VETTIKKATTUMUKKU,KERALA,27.0,6.7,7.1,58.0,1.2,0.39,964.0,1739,2012,347.5
2302,NEELASWARAM AT NAMBIARKAL ,KERALA,28.0,7.0,6.9,3453.0,0.9,0.17,56.0,278,2012,390.18
1570,R NEELESWARAM AT HOSDURG,KERALA,29.0,6.5,7.0,14369.0,1.3,0.27,63.0,175,2012,1471.68
1563,R NEYYAR AT AMARAVILA,KERALA,28.0,6.6,7.3,70.0,1.4,0.39,838.0,1875,2012,344.95
2284,R NEYYAR AT ARUVIPURAM,KERALA,29.0,7.0,7.3,60.0,0.8,0.18,631.0,1813,2012,306.15
2288,R PALLICKAL AT NELLIMUKAL,KERALA,26.0,6.3,7.2,97.0,0.8,0.56,357.0,880,2012,165.62
1156,PAMBA AT CHENGANNUR,KERALA,28.0,6.0,7.0,63.0,1.1,1.04,243.0,493,2012,102.89
1341,PAMBA AT THAKAZHY,KERALA,28.0,4.4,7.1,113.0,1.5,1.17,358.0,722,2012,150.23
1565,PAMBA DOWN,KERALA,28.0,4.5,7.2,79.0,1.0,1.04,279.0,537,2012,114.55
17,PERIYAR NEAR ALWAYENANELOOR,KERALA,28.0,5.1,6.9,1789.0,2.1,0.68,408.0,1946,2012,460.09
18,PERIYAR AT KALADY,KERALA,27.0,7.5,7.2,36.0,1.1,0.27,282.0,1134,2012,176.52
1338,PERIYAR AT SEWAGE DISCHARGE POINT,KERALA,28.0,6.8,7.0,59.0,1.3,0.32,648.0,2267,2012,358.44
2333,PERIYAR AT MUPPATHADAM,KERALA,28.0,6.8,6.9,114.0,1.4,0.23,388.0,1785,2012,271.92
2334,RIVER PERIYAR AT PATHALAM,KERALA,28.0,5.9,6.8,1108.0,2.2,0.62,386.0,1520,2012,341.92
2335,R PERIYAR AT KALAMASSERY,KERALA,28.0,4.9,6.7,88.0,2.2,0.28,480.0,2200,2012,328.66
2336,R PERIYAR AT PURAPPALLIKAVU,KERALA,28.0,6.8,6.9,1686.0,1.4,0.25,236.0,1223,2012,344.5
3468,"PERIYAR AT KWA INTAKENAN ALUVA, ERNAKULAM",KERALA,28.0,7.1,6.9,45.0,1.2,0.29,451.0,1636,2012,258.09
2300,PERUVAMBA AT CHANDAPPURA,KERALA,26.0,6.9,6.6,56.0,1.1,0.3,177.0,542,2012,97.38
2303,R PULLUR AT PULLUR BR.,KERALA,28.0,6.5,6.3,49.0,1.0,0.22,87.0,323,2012,59.28
2290,R PUZHACKAL AT PUZHACKAL BRIDGE,KERALA,29.0,4.9,6.6,169.0,2.1,0.76,250.0,1241,2012,196.94
2299,R RAMAPURAM AT RAMAPURAM BRIDGE,KERALA,28.0,4.2,6.5,19575.0,1.4,0.39,210.0,528,2012,2052.71
2305,R SHRIYA AT ANGADIMOGARU,KERALA,28.0,6.9,7.1,63.0,0.9,0.16,152.0,336,2012,71.97
2296,THALLASSERY AT PATHIPPALAM,KERALA,26.0,6.6,6.7,69.0,0.8,0.38,185.0,464,2012,91.23
2292,THIRUR AT THALAKKADATHUR BDG,KERALA,29.0,4.5,6.6,6381.0,2.1,0.34,196.0,435,2012,721.29
2306,R UPPALA AT  UPPALA BR.,KERALA,29.0,6.2,7.2,9326.0,1.3,0.22,61.0,141,2012,963.32
3473,"RIVER VALAPATTANAM AT PARASSINIKADAVU, KANNUR",KERALA,27.0,6.6,7.1,15158.0,1.1,0.26,126.0,810,2012,1629.57
1442,VAMANAPURAM,KERALA,29.0,6.3,7.3,74.0,1.2,0.29,725.0,1813,2012,321.65
1448,NAGAVALLI AT THOTAPALLI REGULATOR,ANDHRA PRADESH,27.0,6.0,7.6,429.0,1.1,1.1,3.0,362,2012,89.0
2352,"RIVER VAMSHADHARA, KALINGAPATNAM,VIZIANAGARAM",ANDHRA PRADESH,27.0,6.0,7.8,308.0,1.1,1.47,3.0,343,2012,74.86
3080,"U/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM",ANDHRA PRADESH,20.0,5.8,7.4,505.0,0.6,0.73,4.0,1517,2012,222.58
3081,"D/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM",ANDHRA PRADESH,24.0,6.1,7.5,465.0,0.5,0.34,4.0,1458,2012,212.68
1444,KALI AT D/S WEST COAST PAPER MILL,KARNATAKA,28.0,6.4,7.1,183.0,2.3,0.62,209.0,398,2012,99.56
2780,"KALI AT U/S OF WCPM, DANDELI",KARNATAKA,27.0,7.1,7.4,135.0,1.9,0.72,419.0,995,2012,191.84
1894,KUMARADHARA NAN U/S OF UPPINAGADY TOWN B/C WITH RIVER NETHRAVATHI,KARNATAKA,32.0,6.7,7.2,103.0,1.0,0.0,11.0,70,2012,26.14
1892,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,KARNATAKA,30.0,6.8,7.1,106.0,1.0,0.0,13.0,137,2012,33.82
2423,"BUDHABALANGA, D/S OF BARIPADA",ORISSA,22.0,7.8,7.9,213.0,1.5,0.35,7742.0,15083,2012,2847.05
2424,BUDHABALANGA AT BALASORE D/S,ORISSA,22.0,7.7,8.1,312.0,2.0,0.75,12675.0,32017,2012,5459.77
2425,"RIVER KERANDI(INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",ORISSA,24.0,6.9,7.6,99.0,1.6,1.39,3066.0,5395,2012,1068.85
2422,"NAGAVALLI AT PENTA U/S, JAYKAYPUR TOWN",ORISSA,27.0,7.3,8.0,230.0,1.6,0.69,2346.0,4348,2012,859.25
1642,NAGAVALLI AT JAYKAYPUR D/S,ORISSA,26.0,6.8,8.1,264.0,2.6,1.16,2428.0,5142,2012,962.3
1643,NAGAVALLI AT RAYAGADA D/S,ORISSA,25.0,7.2,8.1,272.0,3.1,1.46,2196.0,4586,2012,867.16
1455,RUSHIKULYA AT GANJAM U/S,ORISSA,28.0,8.0,8.3,312.0,1.4,0.73,1618.0,4319,2012,755.29
1456,RUSHIKULYA AT GANJAM D/S,ORISSA,29.0,8.2,8.0,19595.0,2.0,0.94,624.0,1116,2012,2182.43
2426,VANSADHARA AT MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),ORISSA,26.0,7.0,8.0,199.0,1.8,1.11,1503.0,3573,2012,644.34
2427,VANSADHARA ATGUNUPUR (INTERSTATE BOUNDRY),ORISSA,28.0,7.2,8.1,201.0,1.6,0.36,1239.0,2324,2012,467.77
1685,ARASALAR RIVER KARAIKAL REGION,PONDICHERRY,31.0,6.8,7.8,505.0,2.1,0.02,0.0,0,2012,57.11
2444,CORINGA RIVER,PONDICHERRY,25.0,6.5,7.9,11170.0,3.0,0.3,0.0,0,2012,1122.86
2442,GAUTAMINANGODAVARI RIVER,PONDICHERRY,25.0,6.9,7.4,4990.0,3.0,0.37,0.0,0,2012,504.86
2443,GAUTAMINANGODAVARI RIVER,PONDICHERRY,25.0,6.8,8.1,1516.0,0.0,0.28,0.0,0,2012,157.0
2445,MAHE RIVER,PONDICHERRY,26.0,6.0,7.3,44600.0,0.0,0.23,0.0,0,2012,4465.37
1450,PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK,TAMILNADU,27.0,6.8,7.5,890.0,2.1,0.51,274.0,589,2012,200.91
1159,TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD. PAPAVINASAM,TAMILNADU,23.0,7.3,7.6,160.0,1.9,0.06,32.0,89,2012,36.01
1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY",TAMILNADU,25.0,7.0,7.7,111.0,2.2,0.08,53.0,131,2012,39.2
1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE",TAMILNADU,26.0,6.7,7.7,139.0,3.1,0.22,123.0,300,2012,71.37
1162,TAMBIRAPARANI AT MURAPPANADU,TAMILNADU,29.0,7.2,7.2,288.0,2.1,0.14,33.0,91,2012,50.07
1328,TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU,24.0,7.0,7.1,95.0,1.9,0.08,47.0,118,2012,35.01
1329,TAMBIRAPARANI AT RAIL BDG. ,TAMILNADU,24.0,7.0,7.5,84.0,1.7,0.06,32.0,87,2012,28.25
1330,TAMBIRAPARANI AT ARUMUGANERI,TAMILNADU,29.0,7.4,7.0,3101.0,15.6,0.15,76.0,174,2012,349.24
3025,"TAMBIRAPARANI AT ERAL, THOTHUKUDI",TAMILNADU,29.0,7.2,7.3,510.0,2.9,0.08,46.0,123,2012,77.88
3026,"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI",TAMILNADU,24.0,7.1,7.4,88.0,1.8,0.07,34.0,90,2012,29.3
3027,"TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANAICUT, TIRUNELVELI",TAMILNADU,29.0,7.2,6.9,338.0,3.8,0.07,44.0,104,2012,58.4
3028,"TAMBIRAPARANI AT VELLAKOIL, TIRUNELVELI",TAMILNADU,26.0,6.7,7.6,162.0,3.3,0.16,90.0,249,2012,63.13
3029,"TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI",TAMILNADU,27.0,6.7,7.6,182.0,4.1,0.15,92.0,251,2012,65.94
3023,"VASISTA AT SALEM, D/S OF SAGO INDUSRIES EFFLUENT",TAMILNADU,32.0,0.2,7.2,2219.0,185.8,1.75,45.0,47,2012,271.13
1885,GHAGGAR AT D/S OF SURAJPUR,HARYANA,0.0,6.8,8.0,414.0,3.1,0.88,0.0,0,2012,43.63
1023,GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA),PUNJAB,21.0,5.5,7.4,635.0,8.8,5.08,1400.0,5500,2012,885.05
1024,GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB,24.0,5.5,7.4,1051.0,25.0,6.8,32000.0,63000,2012,11845.03
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI",PUNJAB,21.0,5.3,7.3,636.0,9.9,5.0,2150.0,10000,2012,1492.8
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.)",PUNJAB,24.0,5.1,7.4,993.0,21.9,6.63,36250.0,57750,2012,11898.64
1698,GHAGGAR AT D/S CHHATBIR,PUNJAB,21.0,5.3,7.5,632.0,13.5,5.08,20000.0,34750,2012,6893.04
1699,GHAGGAR AT U/S DHAKANSU NALLAH,PUNJAB,18.0,4.9,7.4,973.0,17.5,4.77,22000.0,40667,2012,7878.15
1700,GHAGGAR AT D/S DHAKANSU NALLAH,PUNJAB,22.0,4.3,7.5,1156.0,24.5,7.65,33750.0,65000,2012,12337.6
1701,GHAGGAR AT D/S JHARMAL NADI,PUNJAB,22.0,4.8,7.4,904.0,26.0,8.6,31750.0,55000,2012,10912.8
1702,GHAGGAR AT U/S JHARMAL NADI,PUNJAB,21.0,5.1,7.4,1110.0,16.0,14.85,3475.0,12000,2012,1960.96
1703,GHAGGAR AT MOONAK,PUNJAB,24.0,5.3,7.4,1290.0,26.9,8.1,36250.0,66250,2012,12864.36
1704,GHAGGAR AT D/S SARDULGARH,PUNJAB,22.0,4.9,7.4,990.0,27.8,6.78,19000.0,40500,2012,7414.03
1705,GHAGGAR AT U/S SARDULGARH,PUNJAB,22.0,5.2,7.4,914.0,20.5,6.18,14750.0,29500,2012,5557.67
