STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY,B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,year,WQI
3026,"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI, TAMILNADU",TAMILNADU,23.0,6.6,6.2,69.0,2.5,0.1,11.0,38,2014,18.03
3027,"TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANAICUT, TIRUNELVELI, TAMILNADU",TAMILNADU,29.0,6.8,6.9,241.0,2.5,0.1,14.0,48,2014,37.77
3028,"TAMBIRAPARANI AT VELLAKOIL, TIRUNELVELI, TAMILNADU",TAMILNADU,25.7,6.5,6.6,159.0,2.4,0.2,11.0,41,2014,27.78
3029,"TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI, TAMILNADU",TAMILNADU,25.7,6.6,6.7,170.0,2.5,0.2,10.0,34,2014,28.0
3023,"VASISTA AT SALEM, D/S OF SAGO INDUSRIES EFFLUENT, TAMILNADU",TAMILNADU,24.3,0.9,7.6,2039.0,104.5,0.9,50.0,45,2014,238.72
1885,RIVER GHAGGAR AT D/S OF SURAJPUR,HARYANA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,0.0
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",PUNJAB,22.7,5.8,7.2,640.0,6.0,4.3,1450.0,4073,2014,735.8
1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",PUNJAB,19.0,4.8,7.6,1090.0,22.0,3.6,30500.0,52500,2014,10467.29
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",PUNJAB,23.0,5.5,7.3,705.0,10.0,5.0,2020.0,5433,2014,978.17
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",PUNJAB,24.0,5.1,7.4,1375.0,23.7,5.9,27333.0,50333,2014,9783.65
1698,"D/S CHHATBIR, PUNJAB",PUNJAB,24.7,5.5,7.4,745.0,10.0,6.1,12167.0,29333,2014,5133.6
1699,"U/S DHAKANSU NALLAH, PUNJAB",PUNJAB,25.0,5.0,7.6,975.0,16.3,6.1,11167.0,21667,2014,4164.41
1700,"D/S DHAKANSU NALLAH, PUNJAB",PUNJAB,22.0,4.9,7.7,1385.0,27.5,7.7,42500.0,72000,2014,14443.6
1701,"D/S JHARMAL NADI, PUNJAB",PUNJAB,24.3,5.0,7.3,1067.0,19.3,6.2,21467.0,39533,2014,7684.26
1702,"U/S JHARMAL NADI, PUNJAB",PUNJAB,23.3,5.3,7.2,970.0,13.3,5.9,3167.0,7133,2014,1364.38
1703,"GHAGGER AT MOONAK, PUNJAB",PUNJAB,19.5,4.9,7.7,1418.0,21.0,4.2,28000.0,49500,2014,9795.07
1704,"D/S SARDULGARH, PUNJAB",PUNJAB,21.5,4.1,7.5,1015.0,23.0,6.1,35000.0,57500,2014,11685.49
1705,"U/S SARDULGARH, PUNJAB",PUNJAB,20.0,4.8,7.4,854.0,17.0,4.7,20500.0,38000,2014,7348.08
1025,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",HARYANA,0.0,0.0,8.2,0.0,19.8,0.0,0.0,0,2014,4.19
1026,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,  HARYANA",HARYANA,0.0,0.0,7.9,0.0,18.2,0.0,0.0,0,2014,3.88
1718,"GAGGAR RIVER WHEN ENTERING IN RAJASTHAN FROM HARYANA NEAR RD NO. 629, RAJASTHAN",RAJASTHAN,32.6,4.0,6.8,370.0,3.0,0.8,4.0,9,2014,45.23
1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",HIMACHAL PRADESH,23.6,7.8,7.8,376.0,1.3,0.4,9.0,17,2014,46.34
2624,MARKANDA U/S KALA AMB,HIMACHAL PRADESH,23.9,7.7,7.7,354.0,1.3,0.3,12.0,22,2014,45.15
2625,MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANA,HIMACHAL PRADESH,24.5,7.6,7.9,344.0,1.6,0.4,12.0,22,2014,44.31
1884,KALA AMB D/S MARKANDA RIVER,HARYANA,0.0,0.0,7.2,0.0,88.0,0.0,0.0,0,2014,15.68
1870,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",HIMACHAL PRADESH,18.1,4.4,7.1,694.0,41.0,1.2,92.0,224,2014,118.88
2947,"RIVER JAWAI AT JAWAI DAM, SIROHI, RAJASTHAN",RAJASTHAN,25.1,5.9,8.0,401.0,0.9,0.7,4.0,15,2014,47.85
1717,"KODRA DAM, MOUNT ABU, RAJASTHAN",RAJASTHAN,22.3,6.0,7.2,106.0,0.8,0.4,4.0,15,2014,17.81
2948,"RIVER BANDI AT HEMAWAS DAM, PALI, RAJASTHAN",RAJASTHAN,23.7,5.6,7.9,326.0,1.1,0.8,4.0,4,2014,38.92
2949,"RIVER LUNI AT RANAKPUR DAM, RANAKPUR, PALI, RAJASTHAN",RAJASTHAN,23.9,6.2,8.1,592.0,1.0,0.7,4.0,6,2014,65.84
3383,"BUGI RIVER AT MIBANPARA, SOUTH GARO HILLS",MEGHALAYA,25.5,7.2,7.5,119.0,2.3,3.8,33.0,74,2014,31.2
3384,"BUGI RIVER AT DALU, SOUTH GARO HILLS",MEGHALAYA,25.1,7.2,7.5,120.0,2.3,4.1,31.0,67,2014,30.2
3380,"DAMRING RIVER (KRISHNEI RIVER) AT RESUBELPARA, EAST GARO HILLS",MEGHALAYA,25.2,7.5,7.3,82.0,1.8,2.8,30.0,70,2014,26.4
1632,"GANOL RIVER TURA, MEGHALAYA",MEGHALAYA,23.2,7.5,7.5,111.0,2.4,3.0,293.0,506,2014,116.55
1428,"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",MEGHALAYA,20.1,5.3,3.3,831.0,7.7,3.2,18.0,36,2014,95.37
3369,"KYNSHI RIVER AT SOHIONG, WEST KHASI HILLS",MEGHALAYA,18.3,7.2,7.2,56.0,1.7,2.6,21.0,42,2014,18.25
3370,"KYNSHI RIVER AT NANGKHNUM, WEST KHASI HILLS",MEGHALAYA,19.3,7.5,7.2,66.0,1.6,2.5,22.0,44,2014,19.78
3371,"KYNSHI RIVER AT RANIKOR, WEST KHASI HILLS",MEGHALAYA,24.0,7.8,7.0,74.0,2.3,4.3,28.0,108,2014,29.54
3375,LUKHA RIVER AT MYNDIHATI (TRIBUTARY OF LUNAR),MEGHALAYA,20.5,6.7,2.7,1350.0,3.3,1.1,7.0,16,2014,142.63
3376,LUKHA RIVER AT SUNAPUR (TRIBUTARY OF LUNAR),MEGHALAYA,21.2,7.3,6.6,274.0,2.5,2.4,176.0,386,2014,101.64
3381,"MANDA RIVER (DUDHAI RIVER) AT JAMPA, EAST GARO HILLS",MEGHALAYA,26.3,7.4,7.3,67.0,1.8,2.5,25.0,55,2014,22.62
3382,"MANDA RIVER (DUDHAI RIVER) AT WAGAISI, EAST GARO HILLS",MEGHALAYA,25.5,7.2,7.4,82.0,2.0,2.8,26.0,61,2014,24.86
3377,"MYNTANG RIVER AT NARTIANG, JAYANTIA HILLS",MEGHALAYA,20.0,7.3,7.1,55.0,1.9,2.5,24.0,53,2014,20.09
3378,"MYNTANG RIVER AT MYNSO, JAYANTIA HILLS",MEGHALAYA,20.3,7.3,7.1,57.0,2.0,2.4,24.0,50,2014,20.01
1631,"MYNTDU RIVER JOWAI, MEGHALAYA",MEGHALAYA,19.4,6.6,7.1,114.0,2.6,2.8,2142.0,3108,2014,679.71
3379,"MYNTDU RIVER AT LESHKA, JAYANTIA HILLS",MEGHALAYA,21.0,7.3,5.6,56.0,1.8,2.1,16.0,34,2014,16.84
3367,"NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA,19.2,5.1,7.0,105.0,3.6,4.7,351.0,780,2014,154.22
3368,"NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA,18.3,7.3,7.1,51.0,1.6,2.4,19.0,40,2014,17.19
3372,"RILANG RIVER AT MAWKYRWAT, WEST KHASI HILLS",MEGHALAYA,19.6,7.7,7.2,50.0,1.6,2.0,19.0,36,2014,16.87
1633,"SIMSANG RIVER WILLIAMNAGAR, MEGHALAYA",MEGHALAYA,23.7,7.6,7.3,115.0,2.1,3.7,301.0,528,2014,120.65
3353,"UMIAM MAWPHLANG RIVER AT NONGKREM, EAST KHASI HILLS",MEGHALAYA,18.2,6.2,7.0,81.0,2.4,5.1,36.0,79,2014,27.28
3354,"UMIAM MAWPHLANG RIVER AT UMTYNGNGAR, EAST KHASI HILLS",MEGHALAYA,18.8,7.2,7.1,66.0,1.9,3.4,28.0,63,2014,22.79
3355,"UMIAM MAWPHLANG RIVER AT MAWPHLANG, EAST KHASI HILLS",MEGHALAYA,18.9,7.4,7.1,57.0,1.5,2.9,13.0,40,2014,17.03
3356,"UMIAM MAWPHLANG RIVER AT SHELLA, EAST KHASI HILLS",MEGHALAYA,25.1,7.5,7.4,144.0,1.7,3.5,26.0,59,2014,30.83
3350,UMKHEN AT WAHKDAIT,MEGHALAYA,18.8,7.1,7.1,63.0,1.9,5.6,22.0,48,2014,20.15
3351,UMKHEN AT KSEHPONGDENG,MEGHALAYA,20.2,7.3,7.2,65.0,1.9,3.3,24.0,48,2014,20.66
3352,"UMKHEN RIVER AT DIENGPASOH, EAST KHASI HILLS",MEGHALAYA,20.0,7.3,7.3,65.0,2.0,3.0,25.0,54,2014,21.44
3359,"UMKHRAH RIVER AT DEMTHRING, SHILLONG",MEGHALAYA,18.5,1.5,6.9,345.0,33.9,16.9,23232.0,34251,2014,7298.01
3360,"UMKHRAH RIVER ATUMKALIAR, SHILLONG",MEGHALAYA,18.8,3.9,7.1,233.0,17.0,10.5,13174.0,22223,2014,4451.87
3361,"UMKHRAH RIVER ATMAWLAI, SLAUGHTER",MEGHALAYA,18.3,1.0,7.2,376.0,57.2,20.3,48665.0,83554,2014,16543.63
3362,"UMKHRAH RIVER AT MAWPDANG, MAWLAI",MEGHALAYA,18.5,0.9,7.2,506.0,61.1,19.6,64250.0,106333,2014,21400.68
3357,"UMNGOT RIVER AT SMIT, EAST KHASI HILLS",MEGHALAYA,18.2,7.2,7.0,66.0,1.9,3.7,28.0,60,2014,22.39
3358,"UMNGOT RIVER AT DAWKI, EAST KHASI HILLS",MEGHALAYA,22.1,7.7,7.2,62.0,1.6,3.0,27.0,59,2014,22.27
3363,"UMSHYRPI RIVER AT RISA COLONY, EAST KHASI HILLS",MEGHALAYA,17.6,7.3,6.9,61.0,2.2,2.0,25.0,52,2014,20.35
3364,"UMSHYRPI RIVER AT LAW COLLEGE, DHANKETI, EAST KHASI HILLS",MEGHALAYA,18.7,1.2,7.1,380.0,45.7,15.6,51583.0,94083,2014,18137.57
3365,"UMSHYRPI RIVER AT UMSHYRPI BRIDGE, EAST KHASI HILLS",MEGHALAYA,18.7,3.2,7.1,258.0,23.5,10.3,31833.0,54083,2014,10758.8
1427,"UMTREW AT BYRNIHAT EAST, MEGHALAYA",MEGHALAYA,23.1,7.2,7.2,124.0,6.9,4.5,348.0,552,2014,131.99
3366,"UMTREW RIVER AT UMRAN, RINAN BHOI",MEGHALAYA,22.6,7.2,7.1,65.0,2.1,2.4,56.0,120,2014,33.66
3373,"WAH BLEI AT RIANGDO, WEST KHASI HILLS",MEGHALAYA,20.0,7.5,7.3,64.0,1.9,3.3,21.0,42,2014,19.45
3374,"WAH BLEI AT SHDADDKHAR, WEST KHASI HILLS",MEGHALAYA,19.9,7.6,7.3,65.0,1.9,3.8,21.0,43,2014,19.71
2050,TLAWNG UPSTREAM AIZAWL,MIZORAM,24.5,7.1,7.3,269.0,1.4,0.1,0.0,115,2014,45.05
2051,TLAWNG DOWNSTREAM AIZAWL,MIZORAM,24.4,7.2,7.3,275.0,1.5,0.1,4.0,68,2014,41.1
2052,TUIRIAL UPPER CATCHMENT,MIZORAM,23.6,6.9,7.1,186.0,1.6,0.1,0.0,29,2014,27.15
2053,TUIRIAL LOWER CATCHMENT,MIZORAM,23.5,6.8,7.1,201.0,1.4,0.2,0.0,86,2014,34.87
1403,"GUMTI AT U/S SOUTH TRIPURA,TRIPURA",TRIPURA,27.3,6.2,7.8,165.0,2.1,0.0,282.0,340,2014,102.18
1404,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",TRIPURA,29.1,6.4,7.8,158.0,4.1,0.5,458.0,500,2014,146.16
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",TRIPURA,26.6,6.6,7.9,210.0,4.2,1.9,510.0,572,2014,166.9
2,"DAMANGANGA AT D/S OF MADHUBAN, DAMAN",DAMAN & DIU,0.0,0.0,0.0,208.0,0.0,0.0,0.0,0,2013,20.8
1150,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",GUJARAT,27.1,7.3,7.9,693.0,0.5,1.0,161.0,173,2013,118.4
1246,"DAMANGANGA AT KACHIGAON D\S (DAMAN), GUJARAT",GUJARAT,27.3,5.0,7.6,1676.0,1.8,8.0,329.0,174,2013,242.65
1865,RIVER DHADAR AT KOTHADA,GUJARAT,0.0,0.0,0.0,506.0,0.0,6.0,26.0,227,2013,80.07
1434,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,GUJARAT",GUJARAT,24.5,6.0,7.7,1863.0,8.6,1.0,47.0,1183,2013,330.21
1980,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,GUJARAT,0.0,0.0,0.0,24300.0,0.0,7.0,22474.0,24,2013,5804.44
1149,"KOLAK AT PATALIA BDG., GUJARAT",GUJARAT,27.5,5.3,7.8,817.0,2.8,1.0,9.0,23,2013,91.7
1436,"BHADAR V/S JETPUR VILL. A/C OF W. WATER FROM JETPUR CITY, GUJARAT",GUJARAT,28.3,4.3,7.8,2307.0,103.8,1.23,0.0,1817,2013,453.88
1860,BALEHWAR KHADI AT N.H. NO 8,GUJARAT,28.4,4.5,8.3,1287.0,1.5,11.0,116.0,5,2013,153.64
2082,TRIVENI SANGAM,GUJARAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2013,0.22
1148,"AMBIKA AT BILIMORA, GUJARAT",GUJARAT,27.6,6.8,8.2,1862.0,2.5,0.87,7.0,64,2013,200.58
3205,"UPSTREAM OF RIVER VISHWAMITRI AT ASOD BRIDGE AT N.H. 8 , NEAR GLDEN CHOKDI, ASOD VEMALI ROAD",GUJARAT,0.0,5.0,8.0,0.0,0.7,0.0,0.0,0,2013,1.52
3204,"DOWNSTREAM OF RIVER VISHWAMITRI AT KHALIPUR VILLAGE, BEFORE MEETING JAMBUVA RIVER",GUJARAT,0.0,3.0,7.7,0.0,0.4,0.0,0.0,0,2013,1.2
1862,KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD,GUJARAT,27.0,6.7,8.1,2520.0,7.2,1.0,6.0,41,2013,264.4
2072,RIVER BHOGAVO D/S OF SURENDRANAGAR,GUJARAT,29.0,8.2,8.4,606.0,2.9,0.0,0.0,0,2013,67.27
1399,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",GOA,30.0,5.6,7.5,41.0,2.0,0.08,7022.0,13410,2013,2538.77
1475,ZUARI AT PANCHAWADI,GOA,30.4,5.5,6.7,209.0,0.8,0.17,1893.0,2915,2013,631.54
3181,RIVER ZUARI AT BORIM BRIDGE,GOA,30.8,5.5,7.1,123.0,1.5,0.09,3293.0,6264,2013,1201.54
3182,RIVER ZUARI AT MARCAIM JETTY,GOA,30.3,5.3,7.3,182.0,1.5,0.08,1976.0,3080,2013,659.57
1400,"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",GOA,30.1,6.0,7.6,100.0,1.2,0.17,5129.0,6086,2013,1455.03
1476,"MANDOVI AT TONCA, MARCELA, GOA",GOA,29.9,5.7,6.9,111.0,1.0,0.14,939.0,3061,2013,494.7
3185,RIVER MANDOVI AT AMONA BRIDGE,GOA,29.1,6.4,7.1,140.0,1.1,0.1,4464.0,7908,2013,1559.52
3186,RIVER MANDOVI AT IFFI JETTY,GOA,29.9,6.2,7.8,44.0,2.0,0.06,9429.0,9320,2013,2450.31
3187,RIVER MANDOVI NEAR HOTEL MARRIOT,GOA,29.8,6.1,7.6,43.0,1.8,0.06,6668.0,9554,2013,2061.71
1543,"RIVER KALNA AT CHANDELNAN PERNEM, GOA",GOA,27.9,7.0,6.9,64.0,1.1,0.09,1641.0,2841,2013,570.97
1548,"RIVER ASSONORA AT ASSONORA, GOA",GOA,28.2,6.6,6.5,62.0,1.0,0.14,4073.0,7190,2013,1413.91
2276,"RIVER BICHOLIM VARAZAN NAGAR , BICHOLIM",GOA,29.6,7.0,6.8,304.0,2.0,0.49,12140.0,23867,2013,4483.12
2275,"RIVER CHAPORA NEAR ALORNA FORT ,PERNEM",GOA,28.8,7.0,7.0,55.0,1.2,0.66,1298.0,2813,2013,515.76
3189,RIVER CHAPORA AT SIOLIM,GOA,29.5,6.3,7.6,213.0,1.5,0.06,3803.0,7069,2013,1375.54
1546,"RIVER KHANDEPAR AT OPA NAN PONDA, GOA",GOA,29.8,6.7,6.8,83.0,1.2,0.17,2140.0,3559,2013,726.97
2270,"RIVER KHANDEPAR AT CODLI NEAR BRIDGE ,U/S OPA WATERWORKS,SANGUEM",GOA,29.7,7.1,6.6,76.0,1.0,0.12,2367.0,3527,2013,756.77
2272,"RIVER KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM",GOA,28.7,6.7,6.6,107.0,1.3,0.22,2461.0,3757,2013,799.13
1545,"RIVER MADAI AT DABOS NAN  VALPOI, GOA",GOA,27.9,7.2,6.7,89.0,0.9,0.06,832.0,1996,2013,359.14
2274,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANANPANAJI,GOA,29.3,4.2,6.7,192.0,2.0,0.16,4448.0,9286,2013,1713.78
2271,"RIVER SAL PAZORKHONI,CUNCOLIM(NEAR CULVERT MARGAONAN CANACONA NATIONAL HIGHWAY)",GOA,28.6,6.3,6.6,79.0,1.6,0.19,2830.0,6054,2013,1104.34
2273,"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",GOA,29.8,5.6,7.7,142.0,1.7,0.14,1831.0,3644,2013,695.9
3183,"RIVER SAL AT KHAREBAND, MARGAO",GOA,28.6,2.8,6.4,424.0,3.2,0.35,12658.0,21036,2013,4260.9
3184,"RIVER SAL AT ORLIM BRIDGE, ORLIM",GOA,30.6,5.2,7.1,306.0,2.6,0.34,1411.0,1525,2013,416.4
3190,RIVER SINQUERIM (CANDOLIM SIDE NEAR BRIDGE),GOA,30.3,5.6,7.7,40.0,1.5,0.07,4153.0,7130,2013,1417.5
3191,RIVER SINQUERIM NEAR NERUL TEMPLE,GOA,30.4,5.5,7.7,40.0,1.5,0.08,7086.0,12282,2013,2424.17
1547,"RIVER TALPONA AT CANACONA, GOA",GOA,29.6,6.9,6.7,63.0,0.9,0.21,691.0,1132,2013,240.58
3188,RIVER TIRACOL AT TIRACOL,GOA,29.6,6.3,7.6,227.0,1.7,0.08,3622.0,3612,2013,969.57
1544,"RIVER VALVANT AT SANKLI NAN BICHOLIM, GOA",GOA,29.5,7.1,6.6,68.0,1.1,0.13,4124.0,8167,2013,1529.91
2651,"AMBA RIVER AT D/S OF WAKEN BRIDGENANU/S OF JS PETROCHEMICALS, WAKENPHATA, ROHA",MAHARASHTRA,26.7,6.9,7.7,121.0,3.3,1.0,77.0,163,2013,47.84
1461,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",MAHARASHTRA,29.3,7.2,8.2,112.0,3.3,1.0,39.0,94,2013,34.13
2653,"BHATSA RIVER AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,28.0,6.9,7.7,103.0,3.7,0.57,48.0,103,2013,35.31
2654,"BHATSA RIVER AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,28.2,6.9,7.6,104.0,3.5,0.75,37.0,79,2013,31.13
1092,"KALU AT ATALE VILLAGE, MAHARASHTRA",MAHARASHTRA,26.5,6.4,7.4,1003.0,4.3,2.89,524.0,753,2013,268.23
2670,"KAN RIVER, NEAR SAKRI WATER WORKS, SAKRI, DHULE.",MAHARASHTRA,20.7,6.3,8.3,408.0,2.7,1.58,64.0,157,2013,72.98
1152,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",MAHARASHTRA,27.2,6.7,7.8,105.0,3.6,1.0,43.0,89,2013,33.12
2198,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),MAHARASHTRA,27.5,6.3,7.6,209.0,4.4,1.86,48.0,98,2013,45.46
2671,"KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINA ZONE), SALAV, ROHA, RAIGAD",MAHARASHTRA,26.0,5.9,7.6,13768.0,5.0,1.79,166.0,300,2013,1441.1
2672,"KUNDALIKA RIVER AT DHATAV AT JACKWELL (DRINKING WATER  PUMPING STATIONNANSWEET ZONE), ROHA",MAHARASHTRA,26.5,7.3,7.7,86.0,3.2,1.0,50.0,93,2013,32.59
2168,MITHI RIVER,MAHARASHTRA,27.0,3.6,7.4,6487.0,30.5,1.5,534.0,745,2013,821.31
2676,"MUCHKUNDI RIVER AT  WAKED,RATNAGIRI, NEAR M/S ASAHI INDIA GLASS LTD., LANJA, RATNAGIRI.",MAHARASHTRA,27.3,6.3,8.3,999.0,3.3,1.78,4.0,112,2013,119.24
1151,"PATALGANGA AT SHILPHATA, MAHARASHTRA",MAHARASHTRA,28.7,7.2,7.7,125.0,3.3,1.0,39.0,89,2013,34.74
1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",MAHARASHTRA,28.4,7.1,7.5,127.0,3.4,4.4,17.0,63,2013,29.06
2685,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, RAIGAD.",MAHARASHTRA,28.7,7.1,7.4,5300.0,38.0,1.0,388.0,667,2013,674.03
2686,"PATALGANGA RIVER AT VYAL PUMP HOUSE , KHALAPUR, RAIGAD.",MAHARASHTRA,28.7,7.2,7.6,127.0,3.2,1.0,22.0,51,2013,28.18
2687,"PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD.",MAHARASHTRA,28.7,7.0,7.6,126.0,3.3,1.0,20.0,63,2013,29.1
2688,"PATALGANGA RIVER AT SAVROLI BRIDGE, KHALAPUR, RAIGAD.",MAHARASHTRA,28.7,7.2,7.6,126.0,3.4,1.89,29.0,64,2013,30.69
2689,"PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, RAIGAD.",MAHARASHTRA,28.7,7.1,7.8,112.0,3.2,0.63,43.0,88,2013,33.87
2199,SAVITRI RIVER AT OVALE VILLAGE.,MAHARASHTRA,29.3,6.8,7.7,9590.0,3.6,4.57,3.0,124,2013,980.14
2701,"SAVITRI RIVER JACKWELL AT UPSA KENDRE, NANGALWADI, MAHAD, RAIGAD",MAHARASHTRA,28.3,6.8,7.4,174.0,3.7,2.26,4.0,124,2013,38.3
2702,"SAVITRI RIVER AT SHEDAV DOH, MAHAD,RAIGAD",MAHARASHTRA,28.7,6.8,7.6,2572.0,3.3,4.22,4.0,118,2013,277.64
2703,"SAVITRI RIVER AT DADLI BRIDGE, DADLI, MAHAD, RAIGADH",MAHARASHTRA,29.2,6.7,7.8,6030.0,4.4,4.78,4.0,138,2013,625.97
2704,"SAVITRI RIVER AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",MAHARASHTRA,28.7,6.8,7.7,7207.0,3.9,4.25,3.0,120,2013,741.33
2706,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA,27.2,6.8,8.1,167.0,3.8,1.0,32.0,85,2013,37.3
2707,"SURYA RIVER AT MIDC PUMPING STATION, GARVASHET, PALGHAR, THANE",MAHARASHTRA,27.2,6.8,8.0,173.0,3.5,1.0,53.0,98,2013,42.42
2708,"SURYA RIVER AT INTAKE OF VASAINANVIRAR W/S SCHEME, MASVAN, PALGHAR, THANE",MAHARASHTRA,27.2,7.0,8.0,168.0,3.6,1.0,44.0,83,2013,38.96
2709,"TANSA RIVER NEAR ROAD BRIDGE, VILLAGE DAKEWALI, WADA, THANE",MAHARASHTRA,28.0,6.9,7.9,131.0,3.5,0.75,41.0,96,2013,36.3
1094,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",MAHARASHTRA,26.2,7.0,7.6,125.0,3.5,0.6,33.0,63,2013,30.56
2162,ULHAS RIVER ATJAMBHUL WATER WORKS.,MAHARASHTRA,26.2,7.2,7.5,132.0,3.3,0.9,38.0,88,2013,34.77
2712,"VAITARNA RIVER NEAR ROAD BRIDGE, GANDHARE VILLAGE, WADA, THANE.",MAHARASHTRA,28.2,7.2,7.7,119.0,3.3,1.0,35.0,68,2013,31.16
2164,VASHISTI RIVER AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,MAHARASHTRA,24.5,6.9,7.5,159.0,2.8,1.0,3.0,82,2013,31.2
2713,"VASHISHTI RIVER AT D/S OF THREE M PAPER MILLS NEAR CHIPLUN WATER INTAKE JACKWELL, KHERDI, RATNAGIRI",MAHARASHTRA,24.5,6.7,7.7,141.0,3.3,3.0,4.0,90,2013,30.71
2714,"VASHISHTI RIVER AT U/S OF POPHALI NEAR KONPHANSAWANE BRIDGE, CHIPLUN, RATNAGIRI",MAHARASHTRA,24.5,7.3,7.7,132.0,2.9,2.0,3.0,88,2013,29.34
1342,"ACHENKOIL AT THUMPAMON, KERALA",KERALA,24.0,6.4,7.3,76.0,1.7,0.62,199.0,788,2013,129.58
1443,"ACHENKOIL AT CHENNITHULA, KERALA",KERALA,24.9,6.0,7.1,85.0,1.7,0.53,262.0,538,2013,112.49
3465,"ACHENKOIL AT KALLARAKADAVU, PATHANAMTHITTA",KERALA,24.3,6.3,7.1,69.0,1.3,0.57,248.0,593,2013,114.72
3466,"ACHENKOIL AT PANDALAM (NEAR AYYAPPA TEMPLE), PATHANAMTHITTA",KERALA,24.8,6.5,7.3,76.0,1.6,0.55,226.0,545,2013,107.01
2297,R ANCHARAKANDY AT MERUVAMBA,KERALA,26.4,6.7,6.6,60.0,1.2,0.34,228.0,435,2013,93.71
2319,R ANCHARAKANDY AT MERUVAMBA,KERALA,27.0,7.0,6.6,3544.0,1.5,0.37,208.0,435,2013,439.29
2286,R AYROOR AT AYROOR BRIDGE,KERALA,26.6,6.7,7.3,51.0,0.8,0.35,547.0,1567,2013,265.22
2331,R BHARATHAPUZHA AT KUTTIPPURAM,KERALA,28.6,6.9,7.7,107.0,0.7,0.46,255.0,443,2013,103.73
2332,R BHARATHAPUZHA AT PATTAMBI,KERALA,28.8,6.7,7.9,173.0,0.9,0.56,191.0,426,2013,98.93
1154,"CHALAKUDY AT PULICKALKANANDAVU, KERALA",KERALA,28.0,5.6,6.9,126.0,1.2,0.67,266.0,990,2013,167.23
20,"CHALIYAR AT KOOLIMADU, KERALA",KERALA,27.4,7.3,7.4,70.0,0.8,0.31,2984.0,4208,2013,923.37
21,"CHALIYAR AT CHUNGAPALLY, KERALA",KERALA,27.5,6.9,7.4,12754.0,0.8,0.29,1807.0,2557,2013,1833.58
